Zip;City;State;Latitude;Longitude;Timezone;Daylight savings time flag;geopoint
01879;Tyngsboro;MA;42.671589;-71.41694;-5;1;42.671589,-71.41694
02215;Boston;MA;42.346997;-71.10215;-5;1;42.346997,-71.10215
02138;Cambridge;MA;42.379146;-71.12803;-5;1;42.379146,-71.12803
01103;Springfield;MA;42.103294;-72.59112;-5;1;42.103294,-72.59112
01853;Lowell;MA;42.446396;-71.459405;-5;1;42.446396,-71.459405
02367;Plympton;MA;41.968987;-70.80452;-5;1;41.968987,-70.80452
01010;Brimfield;MA;42.126038;-72.20552;-5;1;42.126038,-72.20552
01438;East Templeton;MA;42.563367;-72.03498;-5;1;42.563367,-72.03498
01543;Rutland;MA;42.380877;-71.96427;-5;1;42.380877,-71.96427
01907;Swampscott;MA;42.474409;-70.90588;-5;1;42.474409,-70.90588
01604;Worcester;MA;42.255393;-71.77459;-5;1;42.255393,-71.77459
02118;Boston;MA;42.338724;-71.07276;-5;1;42.338724,-71.07276
02116;Boston;MA;42.349622;-71.07372;-5;1;42.349622,-71.07372
02150;Chelsea;MA;42.396382;-71.03352;-5;1;42.396382,-71.03352
01071;Russell;MA;42.165931;-72.85153;-5;1;42.165931,-72.85153
01538;North Uxbridge;MA;42.364807;-71.896868;-5;1;42.364807,-71.896868
01653;Worcester;MA;42.364807;-71.896868;-5;1;42.364807,-71.896868
02767;Raynham;MA;41.934586;-71.04905;-5;1;41.934586,-71.04905
01850;Lowell;MA;42.655791;-71.30504;-5;1;42.655791,-71.30504
02155;Medford;MA;42.419846;-71.10942;-5;1;42.419846,-71.10942
02461;Newton Highlands;MA;42.31883;-71.20822;-5;1;42.31883,-71.20822
02713;Cuttyhunk;MA;41.429673;-70.8954;-5;1;41.429673,-70.8954
01703;Framingham;MA;42.446396;-71.459405;-5;1;42.446396,-71.459405
01550;Southbridge;MA;42.070827;-72.03533;-5;1;42.070827,-72.03533
01807;Woburn;MA;42.446396;-71.459405;-5;1;42.446396,-71.459405
01450;Groton;MA;42.609887;-71.55722;-5;1;42.609887,-71.55722
02467;Chestnut Hill;MA;42.321997;-71.17314;-5;1;42.321997,-71.17314
02060;North Scituate;MA;41.970474;-70.701357;-5;1;41.970474,-70.701357
01079;Thorndike;MA;42.192892;-72.329574;-5;1;42.192892,-72.329574
02171;Quincy;MA;42.284498;-71.02316;-5;1;42.284498,-71.02316
01864;North Reading;MA;42.583436;-71.0982;-5;1;42.583436,-71.0982
01720;Acton;MA;42.477142;-71.4422;-5;1;42.477142,-71.4422
02166;Auburndale;MA;42.346146;-71.243057;-5;1;42.346146,-71.243057
01092;West Warren;MA;42.210777;-72.23904;-5;1;42.210777,-72.23904
01517;East Princeton;MA;42.364807;-71.896868;-5;1;42.364807,-71.896868
02356;North Easton;MA;42.058507;-71.11309;-5;1;42.058507,-71.11309
01965;Prides Crossing;MA;42.558113;-70.825743;-5;1;42.558113,-70.825743
01970;Salem;MA;42.516845;-70.8985;-5;1;42.516845,-70.8985
02536;East Falmouth;MA;41.578992;-70.5614;-5;1;41.578992,-70.5614
01222;Ashley Falls;MA;42.057496;-73.32177;-5;1;42.057496,-73.32177
02115;Boston;MA;42.34308;-71.09268;-5;1;42.34308,-71.09268
01247;North Adams;MA;42.696064;-73.10145;-5;1;42.696064,-73.10145
02481;Wellesley Hills;MA;42.313329;-71.27649;-5;1;42.313329,-71.27649
01506;Brookfield;MA;42.200374;-72.09787;-5;1;42.200374,-72.09787
02324;Bridgewater;MA;41.979501;-70.97215;-5;1;41.979501,-70.97215
02567;Sagamore;MA;41.79197;-70.530852;-5;1;41.79197,-70.530852
